name,birthday,deathday,wp_views,sp_followers,sp_popularity,genres,wp_url,wd_url,sp_url,birthdate,deathdate,birthyear,deathyear,sp_id,sp_img_url
Waldo de los Ríos,September 07,March 28,39964,6036,40,['easy listening'],http://en.wikipedia.org/wiki/Waldo_de_los_R%C3%ADos,https://www.wikidata.org/wiki/Q556980,https://open.spotify.com/artist/07qXhgXDj4u7Pqf8AHRMtA,"Sep 07, 1934","Mar 28, 1977",1934,1977,07qXhgXDj4u7Pqf8AHRMtA,https://i.scdn.co/image/ab67616d0000b273bdda7b08ab7bfcb097840677
Leonard Rosenman,September 07,March 04,86776,2329,27,['classic soundtrack'],http://en.wikipedia.org/wiki/Leonard_Rosenman,https://www.wikidata.org/wiki/Q1346580,https://open.spotify.com/artist/0Irsrumdkb64W1qPMYI9su,"Sep 07, 1924","Mar 04, 2008",1924,2008,0Irsrumdkb64W1qPMYI9su,https://i.scdn.co/image/ab67616d0000b27352b05d5070745b356fdf155e
Ahmed Adnan Saygun,September 07,,23730,2050,23,['oriental classical'],http://en.wikipedia.org/wiki/Ahmed_Adnan_Saygun,,https://open.spotify.com/artist/6vaBxtYSGeJaiYyfhE81Do,,,1907,,6vaBxtYSGeJaiYyfhE81Do,https://i.scdn.co/image/ab67616d0000b27354fcd364e960ee97659f3cf3
François-André Danican Philidor,September 07,August 31,100252,325,11,"['classical era', 'galante era']",http://en.wikipedia.org/wiki/Fran%C3%A7ois-Andr%C3%A9_Danican_Philidor,https://www.wikidata.org/wiki/Q203229,https://open.spotify.com/artist/4XllC7nMxqvTAbj1F9VqSD,"Sep 07, 1726","Aug 31, 1799",1726,1799,4XllC7nMxqvTAbj1F9VqSD,https://i.scdn.co/image/9af77c1c4e4ab39d8609a29dd7b03a3e7b8f4503
Charles Camilleri,September 07,January 03,20770,329,28,[],http://en.wikipedia.org/wiki/Charles_Camilleri,https://www.wikidata.org/wiki/Q2854124,https://open.spotify.com/artist/0S86Uw64KjBhVoZxgbuZiM,"Sep 07, 1931","Jan 03, 2009",1931,2009,0S86Uw64KjBhVoZxgbuZiM,https://i.scdn.co/image/ab67616d0000b2733ca1bdcf77077ee75bdcca04
Madeleine Dring,September 07,March 26,35241,136,12,[],http://en.wikipedia.org/wiki/Madeleine_Dring,https://www.wikidata.org/wiki/Q11340661,https://open.spotify.com/artist/32xQm8SaaQSDYtn28INLaN,"Sep 07, 1923","Mar 26, 1977",1923,1977,32xQm8SaaQSDYtn28INLaN,https://i.scdn.co/image/ab67616d0000b273378942f36f52dbb64c951e93
Michael Byron,September 07,,6775,230,6,"['american 21st century classical', 'contemporary classical']",http://en.wikipedia.org/wiki/Michael_Byron_(composer),,https://open.spotify.com/artist/2fLOKzj3qIugKw28XGm0UC,,,1953,,2fLOKzj3qIugKw28XGm0UC,https://i.scdn.co/image/ab67616d0000b273f6742f3dfacd3e5aa042c6e9
Rolf Wallin,September 07,,10778,125,5,['nordic contemporary classical'],http://en.wikipedia.org/wiki/Rolf_Wallin,https://www.wikidata.org/wiki/Q382680,https://open.spotify.com/artist/59958NlGAtTLNxL8vo2OZd,"Sep 07, 1957",,1957,,59958NlGAtTLNxL8vo2OZd,https://i.scdn.co/image/65c411365909494e052d1ab73c0308da140f64d7
Eivind Buene,September 07,,9927,105,2,['nordic contemporary classical'],http://no.wikipedia.org/wiki/Eivind_Buene,https://www.wikidata.org/wiki/Q12012258,https://open.spotify.com/artist/3edHpSccNp5I93m37oqsSu,"Sep 07, 1973",,1973,,3edHpSccNp5I93m37oqsSu,https://i.scdn.co/image/ab67616d0000b273afd02a2788116117006d7de4
Olly Wilson,September 07,March 13,24255,79,1,['african-american classical'],http://en.wikipedia.org/wiki/Olly_Wilson,https://www.wikidata.org/wiki/Q7088409,https://open.spotify.com/artist/6fVTaBjQAo2EkUHjHT6eMJ,"Sep 07, 1937","Mar 13, 2018",1937,2018,6fVTaBjQAo2EkUHjHT6eMJ,
Hernando de Cabezón,September 07,October 01,9490,54,2,['spanish renaissance'],http://en.wikipedia.org/wiki/Hernando_de_Cabez%C3%B3n,https://www.wikidata.org/wiki/Q3775372,https://open.spotify.com/artist/22BrR6usmhu0ZoN4fQkfCB,"Sep 07, 1541","Oct 01, 1602",1541,1602,22BrR6usmhu0ZoN4fQkfCB,
Sergio Rendine,September 07,,6014,24,1,['italian contemporary classical'],http://en.wikipedia.org/wiki/Sergio_Rendine,https://www.wikidata.org/wiki/Q961167,https://open.spotify.com/artist/2da940vm8jPZe0UDJ9yHiL,"Sep 07, 1954",,1954,,2da940vm8jPZe0UDJ9yHiL,https://i.scdn.co/image/ab67616d0000b273a796bc946829989f4992b479
Clemens Thieme,September 07,March 27,4346,4,8,[],http://en.wikipedia.org/wiki/Clemens_Thieme,https://www.wikidata.org/wiki/Q1100116,https://open.spotify.com/artist/0gFpgU5cb4CkbXl35ulv7F,"Sep 07, 1631","Mar 27, 1668",1631,1668,0gFpgU5cb4CkbXl35ulv7F,
George Nelson Allen,September 07,December 09,7061,0,0,,http://en.wikipedia.org/wiki/George_Nelson_Allen,https://www.wikidata.org/wiki/Q5542817,,"Sep 07, 1812","Dec 09, 1877",1812,1877,,
Graham Whettam,September 07,August 17,8388,7,0,[],http://en.wikipedia.org/wiki/Graham_Whettam,https://www.wikidata.org/wiki/Q19594784,https://open.spotify.com/artist/2C87sgsRpiRMudTHqD5bwE,"Sep 07, 1927","Aug 17, 2007",1927,2007,2C87sgsRpiRMudTHqD5bwE,https://i.scdn.co/image/ab67616d0000b273136b7b0acffebb4513c043ae
Heinrich Stölzel,September 07,February 16,18820,0,0,,http://en.wikipedia.org/wiki/Heinrich_St%C3%B6lzel,https://www.wikidata.org/wiki/Q106638,,"Sep 07, 1777","Feb 16, 1844",1777,1844,,
Hugh Aitken,September 07,December 24,8955,3,0,[],http://en.wikipedia.org/wiki/Hugh_Aitken,https://www.wikidata.org/wiki/Q5401337,https://open.spotify.com/artist/5v0szFByqXeLJrEIHOZigu,"Sep 07, 1924","Dec 24, 2012",1924,2012,5v0szFByqXeLJrEIHOZigu,https://i.scdn.co/image/ab67616d0000b27388955eed5090e499b7ad43d7
Oscar O’Brien,September 07,September 20,5577,0,0,,http://en.wikipedia.org/wiki/Oscar_O%27Brien,https://www.wikidata.org/wiki/Q7106165,,"Sep 07, 1892","Sep 20, 1958",1892,1958,,
Peter-Jan Wagemans,September 07,,6153,63,0,['dutch contemporary classical'],http://en.wikipedia.org/wiki/Peter-Jan_Wagemans,https://www.wikidata.org/wiki/Q2073427,https://open.spotify.com/artist/3N0IzPk5NGIwQyr34qOPbR,"Sep 07, 1952",,1952,,3N0IzPk5NGIwQyr34qOPbR,https://i.scdn.co/image/ab67616d0000b273ff0f441971ef53aa2f3c2d17
Willem Kapp,September 07,March 24,11224,0,0,,http://et.wikipedia.org/wiki/Villem_Kapp,https://www.wikidata.org/wiki/Q433494,,"Aug 25, 1913","Mar 24, 1964",1913,1964,,
Wolfgang-Andreas Schultz,September 07,,5438,1,0,[],http://de.wikipedia.org/wiki/Wolfgang-Andreas_Schultz,https://www.wikidata.org/wiki/Q1752600,https://open.spotify.com/artist/3pSVVCYPMvjyLhjwqBulFk,"Sep 07, 1948",,1948,,3pSVVCYPMvjyLhjwqBulFk,https://i.scdn.co/image/ab67616d0000b2737a7c6d5fdffc5b010c737c29
Antonín Dvořák,September 08,May 01,1720838,403760,63,"['classical', 'czech classical', 'late romantic era']",http://en.wikipedia.org/wiki/Anton%C3%ADn_Dvo%C5%99%C3%A1k,https://www.wikidata.org/wiki/Q7298,https://open.spotify.com/artist/6n7nd5iceYpXVwcx8VPpxF,"Sep 08, 1841","May 01, 1904",1841,1904,6n7nd5iceYpXVwcx8VPpxF,https://i.scdn.co/image/f1cd0eea7fb3b75bfad16a10af1dc0dd0763efba
Dustin O’Halloran,September 08,,142689,139381,63,"['compositional ambient', 'neo-classical', 'soundtrack']",http://en.wikipedia.org/wiki/Dustin_O%27Halloran,https://www.wikidata.org/wiki/Q770687,https://open.spotify.com/artist/6UEYawMcp2M4JFoXVOtZEq,"Sep 08, 1971",,1971,,6UEYawMcp2M4JFoXVOtZEq,https://i.scdn.co/image/ab6761610000e5eb9fa10970821c5a5406c03e0e
Luigi Cherubini,September 08,March 15,155322,20286,30,"['classical', 'classical era', 'early music']",http://en.wikipedia.org/wiki/Luigi_Cherubini,https://www.wikidata.org/wiki/Q20721,https://open.spotify.com/artist/1SXRDJxjOty2T43t4gXAnk,"Sep 14, 1760","Mar 15, 1842",1760,1842,1SXRDJxjOty2T43t4gXAnk,https://i.scdn.co/image/6aede56ccdfadedc0c564d8d4eef403214066f04
Peter Maxwell Davies,September 08,March 14,228726,2486,32,"['british contemporary classical', 'contemporary classical']",http://en.wikipedia.org/wiki/Peter_Maxwell_Davies,https://www.wikidata.org/wiki/Q139223,https://open.spotify.com/artist/0IUwZRBFdts7QgNElmqsWR,"Sep 08, 1934","Mar 14, 2016",1934,2016,0IUwZRBFdts7QgNElmqsWR,https://i.scdn.co/image/0570e2b49fb00fe7f87be8dd8f38dc135db25dc6
René Touzet,September 08,June 15,26167,666,18,['cha-cha-cha'],http://en.wikipedia.org/wiki/Ren%C3%A9_Touzet,https://www.wikidata.org/wiki/Q7313806,https://open.spotify.com/artist/1kry0uIKQLKCr5tTU6GUxQ,"Sep 08, 1916","Jun 15, 2003",1916,2003,1kry0uIKQLKCr5tTU6GUxQ,https://i.scdn.co/image/ab67616d0000b273a78653dd6b6905116b9d64ff
Nicolas de Grigny,September 08,November 30,21641,363,16,"['baroque', 'french baroque']",http://en.wikipedia.org/wiki/Nicolas_de_Grigny,https://www.wikidata.org/wiki/Q514530,https://open.spotify.com/artist/6yi6O1O0DZ6X4ejbvumTaT,"Sep 08, 1672","Nov 30, 1703",1672,1703,6yi6O1O0DZ6X4ejbvumTaT,https://i.scdn.co/image/ab67616d0000b2739f21bbd5876667727d37d1fa
François Francoeur,September 08,August 05,20599,307,19,"['baroque', 'french baroque']",http://en.wikipedia.org/wiki/Fran%C3%A7ois_Francoeur,https://www.wikidata.org/wiki/Q1396905,https://open.spotify.com/artist/2KDkEWrvxN31Fibt4QXOsp,"Sep 21, 1698","Aug 05, 1787",1698,1787,2KDkEWrvxN31Fibt4QXOsp,https://i.scdn.co/image/ab67616d0000b273c15991c24cd34581b69f570a
Akira Nishimura,September 08,,15607,360,7,"['japanese classical', 'japanese contemporary classical']",http://en.wikipedia.org/wiki/Akira_Nishimura,https://www.wikidata.org/wiki/Q2246461,https://open.spotify.com/artist/0JcJtueFTI5vovVSHqzOh2,"Sep 08, 1953",,1953,,0JcJtueFTI5vovVSHqzOh2,https://i.scdn.co/image/ab67616d0000b2732ef5d3714302d93d9e91065e
Srul Irving Glick,September 08,April 17,13152,127,11,"['canadian classical', 'contemporary classical']",http://en.wikipedia.org/wiki/Srul_Irving_Glick,https://www.wikidata.org/wiki/Q3495208,https://open.spotify.com/artist/5ryI8wPU78zVxGojoJ9BDC,"Sep 08, 1934","Apr 17, 2002",1934,2002,5ryI8wPU78zVxGojoJ9BDC,https://i.scdn.co/image/ab67616d0000b2732ba0c65cc9fc2c4b949ccc11
Willem Pijper,September 08,March 18,18907,151,5,[],http://en.wikipedia.org/wiki/Willem_Pijper,https://www.wikidata.org/wiki/Q195114,https://open.spotify.com/artist/7ilZR3G7jelNCAOLmTkmyJ,"Sep 08, 1894","Mar 18, 1947",1894,1947,7ilZR3G7jelNCAOLmTkmyJ,https://i.scdn.co/image/ab67616d0000b273722f6dda30688ac0d9632d3e
Gustavo E. Campa,September 08,October 29,3092,87,9,"['latin classical', 'mexican classical']",http://de.wikipedia.org/wiki/Gustavo_E._Campa,https://www.wikidata.org/wiki/Q1556766,https://open.spotify.com/artist/4TLaMVoMEZsgwVlKhCMrwn,"Sep 08, 1863","Oct 29, 1934",1863,1934,4TLaMVoMEZsgwVlKhCMrwn,
Jaime Nunó,September 08,July 18,23291,22,3,[],http://en.wikipedia.org/wiki/Jaime_Nun%C3%B3,https://www.wikidata.org/wiki/Q1136795,https://open.spotify.com/artist/6o3SlY2loaNzhFqPREvyfT,"Sep 08, 1824","Jul 18, 1908",1824,1908,6o3SlY2loaNzhFqPREvyfT,
Eric Salzman,September 08,November 12,26693,26,1,[],http://en.wikipedia.org/wiki/Eric_Salzman,https://www.wikidata.org/wiki/Q1351605,https://open.spotify.com/artist/48s2tK2d0p2Vr4jlmr4unJ,"Sep 08, 1933","Nov 12, 2017",1933,2017,48s2tK2d0p2Vr4jlmr4unJ,https://i.scdn.co/image/ab67616d0000b273242276c894cc561ce20cf892
Carl Witting,September 08,June 27,2407,0,0,,http://de.wikipedia.org/wiki/Carl_Witting,https://www.wikidata.org/wiki/Q1041167,,"Sep 08, 1823","Jun 27, 1907",1823,1907,,
Eleanor Cory,September 08,,5638,4,0,['american contemporary classical'],http://en.wikipedia.org/wiki/Eleanor_Cory,https://www.wikidata.org/wiki/Q5354254,https://open.spotify.com/artist/2AP96gQIA3W9nasRCvmskI,"Jan 01, 1943",,1943,,2AP96gQIA3W9nasRCvmskI,https://i.scdn.co/image/ab67616d0000b2736f82ba22e56edd1d21fc2b90
Hans Ulrich Engelmann,September 08,January 08,7283,9,0,['german contemporary classical'],http://en.wikipedia.org/wiki/Hans_Ulrich_Engelmann,https://www.wikidata.org/wiki/Q1307193,https://open.spotify.com/artist/6sEM13jYVtRyYyHMVVOBm0,"Sep 08, 1921","Jan 08, 2011",1921,2011,6sEM13jYVtRyYyHMVVOBm0,
Hermann Hans Wetzler,September 08,May 29,4672,5,0,[],http://de.wikipedia.org/wiki/Hermann_Hans_Wetzler,https://www.wikidata.org/wiki/Q1455601,https://open.spotify.com/artist/6MHilipZDgTeBXNC0hVumm,"Sep 08, 1870","May 29, 1943",1870,1943,6MHilipZDgTeBXNC0hVumm,https://i.scdn.co/image/ab67616d0000b2735d202c933d6f6ed6723d0196
Louis Karchin,September 08,,5864,14,0,[],http://en.wikipedia.org/wiki/Louis_Karchin,https://www.wikidata.org/wiki/Q6687535,https://open.spotify.com/artist/3H1r6iwTOZ0yX5HY4MThkD,"Sep 08, 1951",,1951,,3H1r6iwTOZ0yX5HY4MThkD,https://i.scdn.co/image/ab67616d0000b2737d501d4c6e3980ef0323987a
"Paul I, Prince Esterházy",September 08,March 26,17530,0,0,,"http://en.wikipedia.org/wiki/Paul_I,_Prince_Esterh%C3%A1zy",https://www.wikidata.org/wiki/Q655687,,"Sep 08, 1635","Mar 26, 1713",1635,1713,,
Walther Hensel,September 08,September 05,7979,1,0,[],http://de.wikipedia.org/wiki/Walther_Hensel_(Musikerzieher),https://www.wikidata.org/wiki/Q2547211,https://open.spotify.com/artist/4tmWYsnqr6peb2b8MngoIq,"Sep 08, 1887","Sep 05, 1956",1887,1956,4tmWYsnqr6peb2b8MngoIq,
Éric Serra,September 09,,137546,24809,49,"['french soundtrack', 'vintage french electronic']",http://en.wikipedia.org/wiki/%C3%89ric_Serra,https://www.wikidata.org/wiki/Q63987,https://open.spotify.com/artist/1DptMAbvFajxK4ZObg1OdA,"Sep 09, 1959",,1959,,1DptMAbvFajxK4ZObg1OdA,https://i.scdn.co/image/0636b68a647ce291c5fea1026e67857935fad558
Stu Phillips,September 09,,72069,1080,24,"['classic soundtrack', 'space age pop']",http://en.wikipedia.org/wiki/Stu_Phillips_%28composer%29,https://www.wikidata.org/wiki/Q1534615,https://open.spotify.com/artist/5nbB3QaZcq59N84O7VFzM6,"Sep 09, 1929",,1929,,5nbB3QaZcq59N84O7VFzM6,https://i.scdn.co/image/ab67616d0000b27361610325a1e007d30c8664cc
Johann Caspar Ferdinand Fischer,September 09,August 27,37206,1301,28,"['baroque', 'bohemian baroque', 'german baroque']",http://en.wikipedia.org/wiki/Johann_Caspar_Ferdinand_Fischer,https://www.wikidata.org/wiki/Q704728,https://open.spotify.com/artist/7sXAVthOkTij6kHb4fNpeR,"Sep 06, 1656","Aug 27, 1746",1656,1746,7sXAVthOkTij6kHb4fNpeR,https://i.scdn.co/image/ab67616d0000b273268469d4d99fdcf2665bab85
James Barnes,September 09,,42054,727,16,['concert band'],http://en.wikipedia.org/wiki/James_Barnes_(composer),https://www.wikidata.org/wiki/Q705833,https://open.spotify.com/artist/1YYRy6i6x7D4ppktxyIX7o,"Sep 09, 1949",,1949,,1YYRy6i6x7D4ppktxyIX7o,https://i.scdn.co/image/ab67616d0000b273c8fd0ce439bc697116f4d0f5
Urmas Sisask,September 09,,23363,761,22,['baltic classical'],http://en.wikipedia.org/wiki/Urmas_Sisask,https://www.wikidata.org/wiki/Q745868,https://open.spotify.com/artist/47ZwWwHo8DKHvZUcwq1fR4,"Sep 09, 1960",,1960,,47ZwWwHo8DKHvZUcwq1fR4,https://i.scdn.co/image/ab67616d0000b273239aab3d39f391e44bef9f75
Hoyt Curtin,September 09,December 03,94182,369,9,['space age pop'],http://en.wikipedia.org/wiki/Hoyt_Curtin,https://www.wikidata.org/wiki/Q753839,https://open.spotify.com/artist/5FTVl7BcCW86THl2pNrYcX,"Sep 09, 1922","Dec 03, 2000",1922,2000,5FTVl7BcCW86THl2pNrYcX,https://i.scdn.co/image/ab67616d0000b2737278039e1d94a98ebee41150
Joey Newman,September 09,,45918,202,17,[],http://en.wikipedia.org/wiki/Joey_Newman,https://www.wikidata.org/wiki/Q1514535,https://open.spotify.com/artist/1NuLABY8MAGyFsaLGtMmqO,"Sep 09, 1976",,1976,,1NuLABY8MAGyFsaLGtMmqO,https://i.scdn.co/image/32e54b728cf05d0cc46aa45b59ea4f553e996b1c
David Rosenboom,September 09,,16269,495,11,['tzadik'],http://en.wikipedia.org/wiki/David_Rosenboom,https://www.wikidata.org/wiki/Q2343813,https://open.spotify.com/artist/2xZUrioq0u5mcOb8AaXv9c,"Sep 09, 1947",,1947,,2xZUrioq0u5mcOb8AaXv9c,https://i.scdn.co/image/ab67616d0000b2737728ea9036461f57816a6a56
Christoph Pez,September 09,September 25,11448,453,12,"['baroque', 'bohemian baroque', 'german baroque']",http://en.wikipedia.org/wiki/Johann_Christoph_Pez,https://www.wikidata.org/wiki/Q316352,https://open.spotify.com/artist/692tCwU4OparYx3fNA1Xxw,"Sep 09, 1664","Sep 25, 1716",1664,1716,692tCwU4OparYx3fNA1Xxw,https://i.scdn.co/image/ab67616d0000b273b8376a14eb5969bcf910930f
Joan Cererols,September 09,August 27,13020,107,8,['spanish baroque'],http://en.wikipedia.org/wiki/Joan_Cererols,https://www.wikidata.org/wiki/Q1370002,https://open.spotify.com/artist/1tmx79tEoE0uEJhyTj5p52,"Sep 09, 1618","Aug 27, 1680",1618,1680,1tmx79tEoE0uEJhyTj5p52,https://i.scdn.co/image/ab67616d0000b27315b53f716596866bda1779c9
Leopoldo Miguez,September 09,July 06,6963,105,5,"['brazilian classical', 'latin classical']",http://en.wikipedia.org/wiki/Leopoldo_Miguez,https://www.wikidata.org/wiki/Q457734,https://open.spotify.com/artist/4UZmY2p67SziFi4EZRt8fm,"Sep 09, 1852","Jul 06, 1902",1850,1902,4UZmY2p67SziFi4EZRt8fm,https://i.scdn.co/image/ab67616d0000b2736fde2f3ff9563b2f6c444e1a
Matthias Kadar,September 09,,8891,29,3,[],http://en.wikipedia.org/wiki/Matthias_Kadar,,https://open.spotify.com/artist/4drOyizMzR0RLuPrK7XzPK,,,1977,,4drOyizMzR0RLuPrK7XzPK,https://i.scdn.co/image/ab67616d0000b273c0643e96f57f53b377016e25
Neil Chotem,September 09,February 21,8462,55,1,['prog quebec'],http://en.wikipedia.org/wiki/Neil_Chotem,https://www.wikidata.org/wiki/Q3337812,https://open.spotify.com/artist/5Pu8RWyLS2zOQRxz1W7d7C,"Sep 09, 1920","Feb 21, 2008",1920,2008,5Pu8RWyLS2zOQRxz1W7d7C,https://i.scdn.co/image/ab67616d0000b27389135552901686a6ff638516
Curtis Curtis-Smith,September 09,October 10,10729,5,0,[],https://en.wikipedia.org/wiki/C._Curtis-Smith,https://www.wikidata.org/wiki/Q1145638,https://open.spotify.com/artist/662kg0bxfBwM33tSltNIMu,"Jan 01, 1941","Oct 10, 2014",1941,2014,662kg0bxfBwM33tSltNIMu,https://i.scdn.co/image/ab67616d0000b273286f98f764b9fb0e9a1848b4
Edward Burlingame Hill,September 09,July 09,13892,11,0,['american modern classical'],http://en.wikipedia.org/wiki/Edward_Burlingame_Hill,https://www.wikidata.org/wiki/Q1291787,https://open.spotify.com/artist/0q6iVFOJ5kKDtMq7VrMmQu,"Sep 09, 1872","Jul 09, 1960",1872,1960,0q6iVFOJ5kKDtMq7VrMmQu,https://i.scdn.co/image/feeee81040cff980bd8d432d89d3262a628655d0
Edwin Lemare,September 09,September 24,23517,17,0,[],http://en.wikipedia.org/wiki/Edwin_Lemare,https://www.wikidata.org/wiki/Q1294780,https://open.spotify.com/artist/49BTKi30kiyLe06oprAXNp,"Sep 09, 1866","Sep 24, 1934",1865,1934,49BTKi30kiyLe06oprAXNp,https://i.scdn.co/image/ab67616d0000b273db8810121a0cc939edfcbd0e
Johannes Barend Litzau,September 09,July 17,2929,0,0,,http://fr.wikipedia.org/wiki/Johannes_Barend_Litzau,https://www.wikidata.org/wiki/Q3180714,,"Sep 10, 1822","Jul 17, 1893",1822,1893,,
Maj Sønstevold,September 09,March 14,4995,9,0,[],http://en.wikipedia.org/wiki/Maj_S%C3%B8nstevold,https://www.wikidata.org/wiki/Q4981897,https://open.spotify.com/artist/50cZLjhkLDUKnlWBbkxy7f,"Sep 09, 1917","Mar 14, 1996",1917,1996,50cZLjhkLDUKnlWBbkxy7f,
Maurice Dela,September 09,April 28,2931,3,0,[],http://de.wikipedia.org/wiki/Maurice_Dela,https://www.wikidata.org/wiki/Q1398139,https://open.spotify.com/artist/2YA5KVNMXccz4DdhM0pbBB,"Sep 09, 1919","Apr 28, 1978",1919,1978,2YA5KVNMXccz4DdhM0pbBB,
Henry Purcell,September 10,November 21,830507,115030,56,"['baroque', 'classical', 'early music', 'english baroque']",http://en.wikipedia.org/wiki/Henry_Purcell,https://www.wikidata.org/wiki/Q9695,https://open.spotify.com/artist/3tMLo1k3iUo82coMLWXzxq,"Sep 10, 1659","Nov 21, 1695",1659,1695,3tMLo1k3iUo82coMLWXzxq,https://i.scdn.co/image/b1e56021e0af6da7c4dad6e677318c716f66a4c3
Raymond Scott,September 10,February 08,170437,19713,40,"['acousmatic', 'exotica', 'experimental', 'laboratorio', 'lounge', 'moog', 'space age pop']",http://en.wikipedia.org/wiki/Raymond_Scott,https://www.wikidata.org/wiki/Q1334617,https://open.spotify.com/artist/31DffUzogcRBJT3Andaqtt,"Sep 10, 1908","Feb 08, 1994",1908,1994,31DffUzogcRBJT3Andaqtt,https://i.scdn.co/image/0ba53f09f701d0f53f99dacc339cdac67a205202
Niccolò Jommelli,September 10,August 25,39162,745,20,"['galante era', 'italian opera']",http://en.wikipedia.org/wiki/Niccol%C3%B2_Jommelli,https://www.wikidata.org/wiki/Q312891,https://open.spotify.com/artist/5kdTUTQWRRbRIfAMjHsRrm,"Sep 10, 1714","Aug 25, 1774",1714,1774,5kdTUTQWRRbRIfAMjHsRrm,https://i.scdn.co/image/f4abd28116cc5b5bb20c415d0edd03274af1ab0e
Emilio Pujol,September 10,November 15,33304,971,18,['classical guitar'],http://en.wikipedia.org/wiki/Emilio_Pujol,https://www.wikidata.org/wiki/Q957563,https://open.spotify.com/artist/3Qi8Unpvm6QKw6MGWBlfTf,"Sep 10, 1886","Nov 15, 1980",1886,1980,3Qi8Unpvm6QKw6MGWBlfTf,https://i.scdn.co/image/ab67616d0000b273ee6308b2e5c483c262abcd7f
Boris Tchaikovsky,September 10,February 07,35045,760,7,['russian modern classical'],http://en.wikipedia.org/wiki/Boris_Tchaikovsky,https://www.wikidata.org/wiki/Q893609,https://open.spotify.com/artist/3gDGU8FFvSoDOTnMHx2cPa,"Sep 10, 1925","Feb 07, 1996",1925,1996,3gDGU8FFvSoDOTnMHx2cPa,https://i.scdn.co/image/7ce3cd6f63b99b9ae5f019687f6ef805d2596713
Bartolomeo Campagnoli,September 10,November 06,16090,690,7,['classical era'],http://en.wikipedia.org/wiki/Bartolomeo_Campagnoli,https://www.wikidata.org/wiki/Q213752,https://open.spotify.com/artist/475rh7DliRsDAJuN8GgHlz,"Sep 10, 1751","Nov 06, 1827",1751,1827,475rh7DliRsDAJuN8GgHlz,https://i.scdn.co/image/ab67616d0000b2732f2ab55b0963f6d65dab6fba
Tor Aulin,September 10,March 01,19310,267,8,"['post-romantic era', 'swedish classical']",http://en.wikipedia.org/wiki/Tor_Aulin,https://www.wikidata.org/wiki/Q786825,https://open.spotify.com/artist/776wHvljBrBl9uVfDInX83,"Sep 10, 1866","Mar 01, 1914",1866,1914,776wHvljBrBl9uVfDInX83,https://i.scdn.co/image/ab67616d0000b273c2a09f92d4c08111161c39c9
Paula Kelley,September 10,,17681,246,5,"['boston rock', 'twee indie pop']",http://en.wikipedia.org/wiki/Paula_Kelley,https://www.wikidata.org/wiki/Q7154712,https://open.spotify.com/artist/7qEPjcxWZSljANdItNYv4z,"Sep 10, 1971",,1970,,7qEPjcxWZSljANdItNYv4z,https://i.scdn.co/image/ab67616d0000b273faa3e2bf83ca40f4f7d973c7
Nicholas Lanier,September 10,,33725,85,4,['english baroque'],http://en.wikipedia.org/wiki/Nicholas_Lanier,https://www.wikidata.org/wiki/Q711411,https://open.spotify.com/artist/2il1Ck3m5W5MdAfPBrqqbr,"Sep 10, 1588",,1588,,2il1Ck3m5W5MdAfPBrqqbr,
Akio Yashiro,September 10,April 09,9097,198,6,['japanese classical'],http://en.wikipedia.org/wiki/Akio_Yashiro,https://www.wikidata.org/wiki/Q418621,https://open.spotify.com/artist/7GCZ6IsJFw5pp4ntFeCQT2,"Sep 10, 1929","Apr 09, 1976",1929,1976,7GCZ6IsJFw5pp4ntFeCQT2,https://i.scdn.co/image/ab67616d0000b273a4c0e3bb52dda14907589744
Larry Sitsky,September 10,,20280,37,3,['australian classical'],http://en.wikipedia.org/wiki/Larry_Sitsky,https://www.wikidata.org/wiki/Q6491115,https://open.spotify.com/artist/0NI3jyCpJOf4BWuYwHpTsP,"Sep 10, 1934",,1934,,0NI3jyCpJOf4BWuYwHpTsP,https://i.scdn.co/image/ab67616d0000b273dc694df6510f635481282350
Heinz Friedrich Hartig,September 10,September 16,5771,3,1,[],http://en.wikipedia.org/wiki/Heinz_Friedrich_Hartig,https://www.wikidata.org/wiki/Q734586,https://open.spotify.com/artist/2bKnQ1ZhODMJxKgdSWprm8,"Sep 10, 1907","Sep 16, 1969",1907,1969,2bKnQ1ZhODMJxKgdSWprm8,
Lex van Delden,September 10,July 01,12537,28,0,['dutch contemporary classical'],http://en.wikipedia.org/wiki/Lex_van_Delden,https://www.wikidata.org/wiki/Q2276907,https://open.spotify.com/artist/5alfLLXLEWpIMbkQSoyXlk,"Sep 10, 1919","Jul 01, 1988",1919,1988,5alfLLXLEWpIMbkQSoyXlk,https://i.scdn.co/image/ab67616d0000b273859b24b5720e5b38d2d7eded
Arvo Pärt,September 11,,774344,187250,57,"['baltic classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']",http://en.wikipedia.org/wiki/Arvo_P%C3%A4rt,https://www.wikidata.org/wiki/Q189534,https://open.spotify.com/artist/2P6ygesd9xg5DPOBnda2jg,"Sep 11, 1935",,1935,,2P6ygesd9xg5DPOBnda2jg,https://i.scdn.co/image/d943ef02d45e3c51a7b24412284bbc3ca07e875a
